date,segment,user_uid,Body Map Soreness,Body Map Pain,Sleep_Duration_h,Meals,Snacks,Drinks,Fatigue,RPE_Physical,RPE_Mental,Good_stress,Bad_stress
9/15/22,Back Posterior Hip (Right),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/15/22,Front Anterior Hip / Groin / Adductors (Left),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/15/22,Front Anterior Hip / Groin / Adductors (Right),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/15/22,Front Lateral Hip (Left),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/15/22,Front Lateral Hip (Right),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/15/22,Front Quad (Left),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/15/22,Front Quad (Right),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/15/22,Back body_map_calf_left,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/15/22,Back body_map_calf_right,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/15/22,Back body_map_hamstring_left,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/15/22,Back body_map_hamstring_right,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/15/22,Back body_map_lateral_hip_left,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/15/22,Back body_map_lateral_hip_right,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/15/22,Back body_map_posterior_hip_left,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/15/22,Back body_map_posterior_hip_right,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/15/22,Front body_map_anterior_hip_groin_adductors_left,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/15/22,Front body_map_anterior_hip_groin_adductors_right,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/15/22,Front body_map_lateral_hip_left,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/15/22,Front body_map_lateral_hip_right,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/15/22,Front body_map_quad_left,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/15/22,Front body_map_quad_right,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/16/22,,8l06q1c60kw91azx,NA,NA,10,3,2,5,3,4,3,0,0
9/16/22,Back Calf (Left),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/16/22,Back Calf (Right),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/16/22,Back Hamstring (Left),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/16/22,Back Hamstring (Right),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/16/22,Front Quad (Left),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/16/22,Front Quad (Right),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/16/22,Back body_map_calf_left,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/16/22,Back body_map_calf_right,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/16/22,Back body_map_hamstring_left,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/16/22,Back body_map_hamstring_right,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/16/22,Front body_map_quad_left,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/16/22,Front body_map_quad_right,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/17/22,,8l06q1c60kw91azx,NA,NA,8,3,2,5,7,7,6,0,0
9/17/22,Back Calf (Left),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/17/22,Back Calf (Right),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/17/22,Back Hamstring (Left),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/17/22,Back Hamstring (Right),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/17/22,Back Lateral Hip (Left),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/17/22,Back Lateral Hip (Right),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/17/22,Back Lower Back,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/17/22,Back Neck,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/17/22,Back Posterior Hip (Left),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/17/22,Back Posterior Hip (Right),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/17/22,Back Traps / Mid Back,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/17/22,Front Anterior Hip / Groin / Adductors (Left),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/17/22,Front Anterior Hip / Groin / Adductors (Right),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/17/22,Front Lateral Hip (Left),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/17/22,Front Lateral Hip (Right),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/17/22,Front Quad (Left),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/17/22,Front Quad (Right),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/17/22,Back body_map_calf_left,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/17/22,Back body_map_calf_right,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/17/22,Back body_map_hamstring_left,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/17/22,Back body_map_hamstring_right,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/17/22,Back body_map_lateral_hip_left,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/17/22,Back body_map_lateral_hip_right,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/17/22,Back body_map_lower_back,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/17/22,Back body_map_mid_back_traps,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/17/22,Back body_map_neck,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/17/22,Back body_map_posterior_hip_left,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/17/22,Back body_map_posterior_hip_right,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/17/22,Front body_map_anterior_hip_groin_adductors_left,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/17/22,Front body_map_anterior_hip_groin_adductors_right,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/17/22,Front body_map_lateral_hip_left,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/17/22,Front body_map_lateral_hip_right,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/17/22,Front body_map_quad_left,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/17/22,Front body_map_quad_right,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/18/22,,8l06q1c60kw91azx,NA,NA,9,3,2,4,4,0,0,0,0
9/18/22,Back Calf (Left),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/18/22,Back Calf (Right),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/18/22,Back Hamstring (Left),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/18/22,Back Hamstring (Right),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/18/22,Back Lateral Hip (Left),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/18/22,Back Lateral Hip (Right),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/18/22,Back Posterior Hip (Left),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/18/22,Back Posterior Hip (Right),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/18/22,Front Quad (Left),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/18/22,Front Quad (Right),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/18/22,Back body_map_calf_left,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/18/22,Back body_map_calf_right,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/18/22,Back body_map_hamstring_left,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/18/22,Back body_map_hamstring_right,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/18/22,Back body_map_lateral_hip_left,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/18/22,Back body_map_lateral_hip_right,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/18/22,Back body_map_posterior_hip_left,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/18/22,Back body_map_posterior_hip_right,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/18/22,Front body_map_quad_left,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/18/22,Front body_map_quad_right,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/19/22,,8l06q1c60kw91azx,NA,NA,10,3,2,4,3,2,2,0,0
9/19/22,Back Calf (Left),8l06q1c60kw91azx,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/19/22,Back Calf (Right),8l06q1c60kw91azx,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/19/22,Back Hamstring (Left),8l06q1c60kw91azx,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/19/22,Back Hamstring (Right),8l06q1c60kw91azx,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/19/22,Front Quad (Left),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/19/22,Front Quad (Right),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/19/22,Back body_map_calf_left,8l06q1c60kw91azx,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/19/22,Back body_map_calf_right,8l06q1c60kw91azx,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/19/22,Back body_map_hamstring_left,8l06q1c60kw91azx,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/19/22,Back body_map_hamstring_right,8l06q1c60kw91azx,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/19/22,Front body_map_quad_left,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/19/22,Front body_map_quad_right,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/20/22,,8l06q1c60kw91azx,NA,NA,8,3,2,4,7,7,6,0,0
9/20/22,Back Calf (Left),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/20/22,Back Calf (Right),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/20/22,Back Hamstring (Left),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/20/22,Back Hamstring (Right),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/20/22,Back Lateral Hip (Left),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/20/22,Back Lateral Hip (Right),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/20/22,Back Posterior Hip (Left),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/20/22,Back Posterior Hip (Right),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/20/22,Front Anterior Hip / Groin / Adductors (Left),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/20/22,Front Anterior Hip / Groin / Adductors (Right),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/20/22,Front Lateral Hip (Left),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/20/22,Front Lateral Hip (Right),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/20/22,Front Quad (Left),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/20/22,Front Quad (Right),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/20/22,Back body_map_calf_left,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/20/22,Back body_map_calf_right,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/20/22,Back body_map_hamstring_left,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/20/22,Back body_map_hamstring_right,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/20/22,Back body_map_lateral_hip_left,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/20/22,Back body_map_lateral_hip_right,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/20/22,Back body_map_posterior_hip_left,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/20/22,Back body_map_posterior_hip_right,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/20/22,Front body_map_anterior_hip_groin_adductors_left,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/20/22,Front body_map_anterior_hip_groin_adductors_right,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/20/22,Front body_map_lateral_hip_left,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/20/22,Front body_map_lateral_hip_right,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/20/22,Front body_map_quad_left,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/20/22,Front body_map_quad_right,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/21/22,,8l06q1c60kw91azx,NA,NA,8,3,2,4,5,0,0,0,0
9/21/22,Back Hamstring (Left),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/21/22,Back Hamstring (Right),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/21/22,Back Posterior Hip (Left),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/21/22,Back Posterior Hip (Right),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/21/22,Back body_map_hamstring_left,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/21/22,Back body_map_hamstring_right,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/21/22,Back body_map_posterior_hip_left,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/21/22,Back body_map_posterior_hip_right,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/22/22,,8l06q1c60kw91azx,NA,NA,8,3,2,4,4,2,2,0,0
9/22/22,Back Calf (Left),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/22/22,Back Calf (Right),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/22/22,Back Hamstring (Left),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/22/22,Back Hamstring (Right),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/22/22,Back Posterior Hip (Left),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/22/22,Back Posterior Hip (Right),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/22/22,Back Traps / Mid Back,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/22/22,Back body_map_calf_left,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/22/22,Back body_map_calf_right,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/22/22,Back body_map_hamstring_left,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/22/22,Back body_map_hamstring_right,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/22/22,Back body_map_mid_back_traps,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/22/22,Back body_map_posterior_hip_left,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/22/22,Back body_map_posterior_hip_right,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/23/22,,8l06q1c60kw91azx,NA,NA,9,3,2,6,2,3,3,0,0
9/23/22,Back Calf (Left),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/23/22,Back Calf (Right),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/23/22,Back Hamstring (Left),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/23/22,Back Hamstring (Right),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/23/22,Back body_map_calf_left,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/23/22,Back body_map_calf_right,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/23/22,Back body_map_hamstring_left,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/23/22,Back body_map_hamstring_right,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/25/22,,8l06q1c60kw91azx,NA,NA,9,3,0,3,6,0,0,0,0
9/25/22,Back Calf (Left),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/25/22,Back Calf (Right),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/25/22,Back Hamstring (Left),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/25/22,Back Hamstring (Right),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/25/22,Front Quad (Left),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/25/22,Front Quad (Right),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/25/22,Back body_map_calf_left,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/25/22,Back body_map_calf_right,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/25/22,Back body_map_hamstring_left,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/25/22,Back body_map_hamstring_right,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/25/22,Front body_map_quad_left,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/25/22,Front body_map_quad_right,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/26/22,,8l06q1c60kw91azx,NA,NA,7,3,2,4,6,0,0,0,0
9/26/22,Back Hamstring (Left),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/26/22,Back Hamstring (Right),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/26/22,Back Posterior Hip (Left),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/26/22,Back Posterior Hip (Right),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/26/22,Front Quad (Left),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/26/22,Front Quad (Right),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/26/22,Back body_map_hamstring_left,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/26/22,Back body_map_hamstring_right,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/26/22,Back body_map_posterior_hip_left,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/26/22,Back body_map_posterior_hip_right,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/26/22,Front body_map_quad_left,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/26/22,Front body_map_quad_right,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/27/22,,8l06q1c60kw91azx,NA,NA,7,3,2,4,4,4,3,0,0
9/27/22,Back Calf (Left),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/27/22,Back Calf (Right),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/27/22,Back Hamstring (Left),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/27/22,Back Hamstring (Right),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/27/22,Front Quad (Left),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/27/22,Front Quad (Right),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/27/22,Back body_map_calf_left,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/27/22,Back body_map_calf_right,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/27/22,Back body_map_hamstring_left,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/27/22,Back body_map_hamstring_right,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/27/22,Front body_map_quad_left,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/27/22,Front body_map_quad_right,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/28/22,,8l06q1c60kw91azx,NA,NA,7,3,2,3,4,5,3,0,0
9/28/22,Back Calf (Left),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/28/22,Back Calf (Right),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/28/22,Back Hamstring (Left),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/28/22,Back Hamstring (Right),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/28/22,Front Quad (Left),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/28/22,Front Quad (Right),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/28/22,Back body_map_calf_left,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/28/22,Back body_map_calf_right,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/28/22,Back body_map_hamstring_left,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/28/22,Back body_map_hamstring_right,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/28/22,Front body_map_quad_left,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/28/22,Front body_map_quad_right,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/29/22,,8l06q1c60kw91azx,NA,NA,7,3,2,4,4,5,3,0,0
9/29/22,Back Calf (Left),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/29/22,Back Calf (Right),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/29/22,Back Hamstring (Left),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/29/22,Back Hamstring (Right),8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/29/22,Back body_map_calf_left,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/29/22,Back body_map_calf_right,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/29/22,Back body_map_hamstring_left,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/29/22,Back body_map_hamstring_right,8l06q1c60kw91azx,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/30/22,,8l06q1c60kw91azx,NA,NA,9,3,2,4,3,3,2,0,0
